,Date,Signs,Horoscope;
"163,22-05-2021,CAPRICORN,"" You will be keeping yourself to yourself today, and even when you're in company there'll be much going on in your head and in your heart that other people can only guess at. You may even consider cancelling at least one engagement - but you don't want to let someone down, either. """;
"164,22-05-2021,AQUARIUS,"" You may like to seek solace and support in the arms of your friends after what, by all accounts, has been a fairly important time in your life. Even in imperceptible ways, trivial events over the past fortnight have changed the future irrevocably. You'll find out how in good time. """;
"165,21-05-2021,ARIES,"" Something is not quite right in your business or financial life, but losses or mysteries are temporary. The best advice in this, and similar matters, is never to jump to conclusions, but always to go back and check that you have got your facts straight. """;
"166,21-05-2021,TAURUS,"" From your current planetary picture it is clear that there are genuine and well-founded hopes of an increase in earnings, probably as a result of a great deal of thankless effort you put in the past. Don't expect the heavens to open and shower you with good luck. The world doesn't work like that, so make your own fabulous fortune! """;
"167,21-05-2021,GEMINI,"" You must keep other people sweet, for you never know when you might need them. Actually, social confidence should be one of your gifts at the moment and it is also exactly what partners require, for if they are to be truthful they will admit that they've not been as happy as they could have been. """;
"168,21-05-2021,CANCER,"" Feelings are funny things - as you know only too well. There are certain times of the month when you should feel free to be overwhelmed by emotion without explaining yourself or justifying your actions. This is one such moment. If partners do demand reasons, answer them in riddles! """;
"169,21-05-2021,LEO,"" Your personal affairs should be more important than professional commitments. Even if you are absolutely forced to go to work or clear up after other people, you should see to it that life reflects what you want rather than what society dictates - within reason, of course! """;
"170,21-05-2021,VIRGO,"" This is one of those days when you might well receive significant news from the past. Some people think it is bad to have one's opinions and actions shaped by what happened long ago, but right now this is probably necessary. After all, the past is ever present! """;
"171,21-05-2021,LIBRA,"" Self-confidence is your most important quality at the moment. Any bright idea at work is likely to bring the money rolling in, probably in quite unexpected ways, any time over the next three months. It's difficult to make firm plans, but that's as true for partners as for you. """;
"172,21-05-2021,SCORPIO,"" Conflicts, criticism and pressures at work or in public matters will soon ease, but only after there have been several other major developments. What seems to be exceptionally powerful at the moment is a sense that cash rewards are more important than gratitude. Oh, and an employer should put their money where their mouth is! """;
"173,21-05-2021,SAGITTARIUS,"" If it pleases you, keep something very important to yourself. There is no reason at all why you shouldn't have your secrets. In love you should still allow partners to take the initiative, partly because it really looks as if they have some of the best ideas. """;
"174,21-05-2021,CAPRICORN,"" You won't lose face now if you seek support over private affairs. In fact, you should be relieved when partners show themselves capable of looking at the facts, rather than taking a personal and emotional stand. You see, your feelings might make sense to you, but not to others. """;
"175,21-05-2021,AQUARIUS,"" Have a last emotional stab at a particular professional venture. If you're involved in a community enterprise, you must realise that others will not share your beliefs. In love, enjoy any opportunity to be thoroughly sloppy and sentimental - and to indulge your desires. """;
"176,19-05-2021,ARIES,"" In personal relationships the physical dimension will be important, and in business it will be the cash account that matters. You should think very carefully about how social activities may impinge on professional work and public duties, and vice versa. """;
"177,19-05-2021,TAURUS,"" You should take any delays or frustrations in your stride, for today is one of those moments when it's best to carry on with the job in hand without expecting marvellous results or a dramatic leap into the unknown. You'll get your reward - but perhaps not yet. """;
"178,19-05-2021,GEMINI,"" Your stars look profitable and prosperous, so you'll very soon be coming up with a whole series of ideas on how to make some spare cash. That's stage one. Stage two, which is much more difficult, is to work out how you're going to put the theory into practice. """;
"179,19-05-2021,CANCER,"" There are still one or two things you should keep to yourself, and your views on an emotional matter should go unspoken for a little while longer. However where once you found it so awkward to express yourself, you will soon have no difficulty. """;
"180,19-05-2021,LEO,"" You are by your nature often far too open and honest, sometimes for your own good. Yet for the next fortnight at least you will be keeping certain truths to yourself. There is nothing wrong with secrets just as long as you have absolutely no intention to mislead. """;
"181,19-05-2021,VIRGO,"" You should balance the books - the emotional ones as well as the financial! It now looks as if an account has to be settled and a debt repaid before personal relationships can take a further step. It may be that you need not cash rewards, but acknowledgement for all your efforts. """;
"182,19-05-2021,LIBRA,"" Perfection is in the air, and you may enjoy any ray of light and every glimmer of hope which comes your way. If you should touch the clouds, however, do remember that the only thing which is permanent is change. You don't want to come down to earth with too much of a bump! """;
"183,19-05-2021,SCORPIO,"" Business and work planets are ideally poised to bring rewards, albeit slight ones, for all the hard effort you've put in. If somebody you trust makes a suitable offer then you may now take it, rather than waiting for something much better to come along. """;
"184,19-05-2021,SAGITTARIUS,"" In no circumstances should you try to turn the clock back. It can be tempting to imagine that the past was preferable to the present, even for you, but do understand now that the future looks bright. You may expand your social circle and make new friends. """;
"185,19-05-2021,CAPRICORN,"" You should set the wheels in motion and get personal initiatives under way. You may also have to pay extra attention to partners' ideas over the next two to four weeks, and you can now set the pace by extending invitations to like-minded friends and colleagues. """;
"186,19-05-2021,AQUARIUS,"" There are certain periods in the year when the planets send out powerful messages, indicating that you are at a turning-point. This is one such time, which means that all decisions should be made with great care, for you may not be able to change them later on. """;
"187,18-05-2021,ARIES,"": You will have to listen very carefully to both criticism and advice. The point is that people who are trying to help you out will know what needs to be said, but perhaps not how to say it. Don't let the so-called facts get in the way - if only because they might be the wrong ones! """;
"188,18-05-2021,TAURUS,"" It will pay to keep your distance and accept that there is a price to pay for personal intimacy. The Moon will soon be in a helpful place, so you may easily reduce the emotional temperature and enjoy yourself at the same time. And if somebody is keeping a secret, it might be for a very good reason. """;
"189,18-05-2021,GEMINI,"" Once you have come to terms with enforced changes you should begin to see how to improve your bargaining position. From today you'll realise how a financial situation can be handled so much better. For a start, you can take control of circumstances rather than waiting for favourable conditions to turn up. """;
"190,18-05-2021,CANCER,"" All your planning and hard work may come to nothing if you fail to keep partners informed: if they don't know what's going on, you can't blame them for putting a spanner in the works. You'll very soon move happily into a much more communicative phase. """;
"191,18-05-2021,LEO,"" You should be able to make up your mind at last. In fact, I'd say that you must take certain decisions now, especially if they affect your long-term security. There are indications that, whichever way you jump, the results will be to your liking. And that can't be bad! """;
"192,18-05-2021,VIRGO,"" Circumstances beyond your control are likely to alter much that you have come to take for granted, starting with financial plans and agreements. You may give all the time that is needed to talking about your needs at home, especially your desire for domestic security. """;
"193,18-05-2021,LIBRA,"" The coming period brings planetary alignments that are well-nigh perfect. If ever you were in a position to make that final leap into a state of perpetual harmony, this is it. Make sure your feet don't leave the ground, though. In other words, keep going! """;
"194,18-05-2021,SCORPIO,"" You are quite happy in the knowledge that you don't know what's going on. That's good, for you should not be troubled by the sort of little uncertainties that could be a feature of your life at the moment. You need to let other people shine, by the way, so stand back and give credit where it's due. """;
"195,18-05-2021,SAGITTARIUS,"" If nobody has been willing to share your burdens in the past, have another go at soliciting support today. You may find friends in such a good mood that you can catch them off guard and lure them into uncharacteristic commitments. Whether that's good for the future or not is an open question! """;
"196,18-05-2021,CAPRICORN,"" There are a number of hurdles yet to be overcome, one of which is self-doubt. Believe in yourself and the whole world will believe in you, too! At least, partners will give you a lot more credit for your better ideas. When you take a second look, an apparent obstacle might actually be a major advantage. """;
"197,18-05-2021,AQUARIUS,"" You're on a major cycle which deals with emerging maturity and wisdom, and today and tomorrow you're hitting a critical point along the way. This could be a moment to pause for self-congratulation, but also to plan the fundamental direction of your life over the coming years. """;
"198,17-05-2021,ARIES,"" You still have a fair amount of energy, and you mustn't waste time if you have important matters to complete. By next week your stars will be more relaxed, which could be a relief but also indicates that it might be somewhat less easy to achieve your aims. """;
"199,17-05-2021,TAURUS,"" Seen from one angle your stars present you as being on the winning side and not likely to be deceived or exploited. The essential message, though, is that you can turn all available circumstances to good advantage if you throw yourself into idealistic endeavours, forgetting self-interest and trusting in the future. """;
"200,17-05-2021,GEMINI,"" The weight of celestial patterns is still on your side, enabling you to swing almost any development to your benefit. At home, it's all a question of being businesslike, and insisting that people obey the rules, watch the clock and do what they're told. """;
"201,17-05-2021,CANCER,"" You can keep a secret, but only for a little while longer. Today's stars tell a double story";" urging you to talk to partners, but advising you to hold your tongue when it comes to certain delicate matters. The last thing you want to do now is cause offence. """
"202,17-05-2021,LEO,"" The business of day-to-day survival looms large, and it is to those little but necessary things that you must turn your attention. No item should be considered too small or too dull to warrant your best efforts. And don't imagine that it's OK to leave routine matters to others just because they're boring. """;
"203,17-05-2021,VIRGO,"" Happily, lunar alignments are infusing and enthusing the region of the zodiac occupied by your sign. The consequence is that you could be rather more sensitive than usual, but also increasingly able to appreciate emotional improvements. And if you feel better, so should the people you love. """;
"204,17-05-2021,LIBRA,"" You would be wise to keep yourself to yourself today, at least when you sense that irrational opposition is looming. There may be a family mystery to solve, but it seems unlikely that answers will be available before tomorrow, so you should be patient. """;
"205,17-05-2021,SCORPIO,"" There is much to be said for teamwork today, so make an effort to co-operate, and don't even think about going it alone. If you're still recovering from a trauma at work or a rejection at home, you will probably have forgotten all about it by next week. """;
"206,17-05-2021,SAGITTARIUS,"" No amount of argument must prevent you from forging ahead with major alterations in your personal life. Partners' advice, while well-intentioned, often seems to miss the point, so make your own decisions today. Mind you, you'll have to accept responsibility if your plans don't work out. """;
"207,17-05-2021,CAPRICORN,"" There seems to be a powerful indication of long-distance contacts today, perhaps associated with family connections. You may actually be dreaming of life in distant parts. It would be nice to escape, if only for a while. Why not see if it can be arranged? """;
"208,17-05-2021,AQUARIUS,"" The general planetary indications are positive, but the upside is that you'll be given a chance to make firm constructive progress, and then to sort out a hundred and one practical details and irritations. Other people will accept your plans - but only if you give them good reason. """;
"209,16-05-2021,ARIES,"" A new and refreshing period is due to begin under celestial configurations which are considerably easier than they have been for some time. Your personal resolutions should be low-key, flexible and positive. What's best is that a romantic goal now lies within your reach - at long last! """;
210,16-05-2021,TAURUS, Everything is pulling you away from purely private issues towards questions involving other people and far away places. Sensible Taureans will enter a positive new personal phase with a good long holiday - or whatever break you can manage. Even just a day off would help! ;
"211,16-05-2021,GEMINI,"" Let partners take the lead as you glide across the dance floor of life. You'll be doing the quickstep as, deep down, you realise that there's no time to waste. Harmonise with the celestial spheres as only you can. Also, everything that happens can be considered a learning experience. """;
"212,16-05-2021,CANCER,"" Partners have always treated you as if you were much tougher than you really are. You can start the next period of your life by showing them the depths of your vulnerability. This in itself requires a great deal of courage. If anyone has the advantage it is probably you, so use your talents wisely. """;
"213,16-05-2021,LEO,"" It's a busy start to a bright period, but then Leos are usually able to make the most of even unpromising circumstances. However, it looks very much as if a pleasant surprise is on the way, partly thanks to the lively presence of Mercury and Mars in encouraging regions of your solar chart. """;
"214,16-05-2021,VIRGO,"" The great news is that everything good will centre on the home. There will be a lot going on, ninety percent of it to your liking. As for the other ten percent - well, perhaps you can just look the other way. One thing is certain, which is that you can't afford to let the initiative slip from your hands. """;
"215,16-05-2021,LIBRA,"" The most active stars are in a curious and inquisitive region of your chart. Your mind is alive with new ideas and revelations. Take time to think through your plans in greater detail and give yourself time to get them right. If other people have things on their mind, please offer whatever advice you can. """;
"216,16-05-2021,SCORPIO,"" An intriguing personal period will finally come to an end this week and you'll begin to count the cost, emotional and otherwise. You'll also think about where you go from here, and who you want to be with. Businesslike Scorpios will launch themselves into the coming period with no backward glance. """;
"217,16-05-2021,SAGITTARIUS,"" The combination of Mercury, Venus and Mars will catapult you into the next phase of your life with a degree of enthusiasm remarkable even for a Sagittarian. Even social and romantic expenses won't dull your ardour. However far you have forced other people, they can still fight back, so take care. """;
"218,16-05-2021,CAPRICORN,"" Even people who have been doubting your skills and talents will soon be forced to eat their words. Yet, just for now, you'll be keeping them in suspense: let partners sweat a little while longer. There is a great deal going on behind the scenes, and even the odd mystery or two! """;
"219,16-05-2021,AQUARIUS,"" You have never been one to take too much for granted, and now it is your down-to-earth realism which lies at the foundations of what should be not just a successful week but an outstanding year. Your social stars are strong and growing stronger, so fall in love, have fun and make new friends. """;
"220,15-05-2021,ARIES,"" Although the weekend looks relatively relaxed, you can never forget that you're an Aries. The long-term outlook is stormy, and recent disputes could soon come to a point of no return. It is time to face up to the truth on a number of personal issues, and do what you can to recreate a more harmonious situation. """;
"221,15-05-2021,TAURUS,"" The current energetic planetary conditions may be to your liking, but in reality you're ready to enter a less stressful phase of existence. Whether this will come to pass or not is another matter and, as the weeks pass, the range of options open to you will increase. """;
"222,15-05-2021,GEMINI,"" As there's an emotional Moon shining today, it's unlikely you'll have any real chance to relax. It's much better to keep on the go, but try to maintain your sense of self-preservation and avoid needless risks. Watch out if you're handling cash - you could be dreaming of great riches but about to make a blunder! """;
"223,15-05-2021,CANCER,"" Tense planetary alignments could work to your advantage if only you are able to concentrate your efforts. If you ignore routine interests now, you may find that next week's plans unravel. The best advice, therefore, is to do the minimum necessary to keep your life ticking over - and spare time for a little fun. """;
"224,15-05-2021,LEO,"" When the Moon supports your sign, as happens today, you tend to feel that the world is on your side. You'll find that a more open and flexible approach will deal with most routine problems. Even if you travel for pleasure, the results could be a shift of direction in a major long-term ambition. """;
"225,15-05-2021,VIRGO,"" Today's stars will bring a boost to your energy, but only if you're in a receptive mood. Personal relationships require careful handling and you might have to put someone else's interests first, at least for today. Your financial sense is more shrewd than ever, so you are in an excellent position to pick up a bargain. """;
"226,15-05-2021,LIBRA,"" It's been a week of uncertainty at work in spite of your undoubted achievements, and you're in need of a rest. However, domestic chores require attention and partners will keep you on the go. Yet, for once, you know best. If partners don't realise this, that's their problem! """;
"227,15-05-2021,SCORPIO,"" Today's stars continue unsettling trends, but only in a mild sense. Actually, you can enjoy the fact that the future is up for grabs. Yet you must never give way to complacency, otherwise you'll lose control. The moment you relax, there'll be a minor crisis to cope with. """;
"228,15-05-2021,SAGITTARIUS,"" Domestically, you may get the feeling that everything is working against you. However, you'll be surprised how soon partners come round to your way of thinking, with a little tact and sweet talk. Children and younger relations need a steadying hand, and you're just the person to provide it. """;
"229,15-05-2021,CAPRICORN,"" Restless conditions are bound to affect every area of your life, and you're not in an ideal position to withstand disturbances to your routine. Make the most of every positive opportunity and try to see the present time as an excellent opportunity to deal with long-standing irritations. """;
"230,15-05-2021,AQUARIUS,"" Money matters should be treated delicately, as mistakes could be costly. If you're concerned about a particular transaction, there's much to be gained from seeking a second, more experienced, opinion. An emotional relationship could be hard work but every extra effort will be worth it. """;
"231,14-05-2021,ARIES,"" Confrontations at home will have a useful purpose if they help clear the air. In this sense an approaching clash with someone you live with is to be welcomed. However, you must remember that once you've made the peace, you'll have to keep it! """;
"232,14-05-2021,TAURUS,"" Venus, your planetary ruler, has been instilling a greater than usual sense of practical necessity into your affairs, yet as soon as you have settled one problem, another will arise. Hopefully, there's been a corresponding increase in your self-confidence, and every difficulty will be turned to your advantage. """;
"233,14-05-2021,GEMINI,"" Current stars could lead you in a number of directions although, in the build-up towards the next colourful, lunar picture, you will decide to drop or rearrange a number of commitments. How about indulging your charitable instincts? At home, listen to younger relations. They might have the best advice! """;
"234,14-05-2021,CANCER,"" Get ready for a battle at work and take no nonsense from employers who think they have a hold over you. On the other hand, if you want to hang on to your present position, be firm and fair and don't let a clash of wills get out of control. """;
"235,14-05-2021,LEO,"" You have two choices: either you can press on with worldly ambitions, or you can develop the mystical interests which have always attracted you. There's an outside chance that you can combine the two. A cash crisis should now lie in the past, leaving you free to rearrange affairs to your advantage. """;
"236,14-05-2021,VIRGO,"" If your thoughts turn to money matters today, then all well and good. The more prepared you are, the better you'll be able to cope with any minor business crisis over the coming few days. Socially, your stars couldn't be better, although you're in danger of double-booking yourself. """;
"237,14-05-2021,LIBRA,"" It's make or break time in a professional relationship, and conditions at work may not be entirely to your liking. There's every reason to reach agreement on all issues as soon as possible, before partners or colleagues have time to change their minds. """;
"238,14-05-2021,SCORPIO,"" Secret fears may hold you back over the coming days, even though your worries are almost certainly groundless. If you acknowledge your lack of confidence and discuss the issues involved with partners, you'll do yourself a favour. Continue to press forward with travel plans. """;
"239,14-05-2021,SAGITTARIUS,"" Mars has been pressurising your eighth solar house, the part of your horoscope ruling financial speculation. The promised turnaround in your business situation may have failed to materialise, perhaps because the truth is that the situation is more complicated than you first thought. """;
"240,14-05-2021,CAPRICORN,"" There's no point in going it alone over the coming month, even though partners will be impossibly demanding at times. Make a stupendous effort to make sure everyone is happy with your behaviour and wait for the awards and rewards to roll in about three months' time. """;
"241,14-05-2021,AQUARIUS,"" There'll be a chance to set the record straight, especially if a partnership has been causing you dissatisfaction. Your important task is to concentrate on what is best for the future, and that means facing up to a few tricky decisions. And about time too! """;
"242,13-05-2021,ARIES,"" The course of domestic affairs will be all too easily coloured by misunderstandings, misplaced idealism and imaginary problems. Don't take confusing mishaps too seriously, otherwise you'll never find your way out of a current tangle. """;
"243,13-05-2021,TAURUS,"" You'll soon be into a fresh personal phase, and there's stimulation to be expected from prospective new activities. If you refuse to develop your creative skills in whatever area they are needed, you'll be the loser. It's also a great moment to apply for a new job. """;
"244,13-05-2021,GEMINI,"" You're still being washed around by the waters of fate - or at least by the aftermath of recent lunar patterns! Extravagance or carelessness in a financial matter could have repercussions for future security. The message is to take additional precautions, check guarantees and examine the small print with great care. """;
"245,13-05-2021,CANCER,"" Something may have happened to unsettle you in recent days. Possibly someone has let you down at work, but that's no reason to give up a plan that's very worthwhile, whether other people support it or not. You'll do best to stick to the facts and ignore all rumours. """;
"246,13-05-2021,LEO,"" Skeletons may be rattling in your cupboard this week, but then there's nothing new in that. If you are beginning to feel that it's time to simplify your life, giving up a number of commitments, you could be right. And please keep the lid on exploding expenses. """;
"247,13-05-2021,VIRGO,"" The last thing you want to do today is get involved in routine money matters. It's much more useful, and far more enjoyable, to spend some of your gains and plot extravagant schemes for future earnings. If a partner is still upset, give them a few days to get over it. """;
"248,13-05-2021,LIBRA,"" A suspicion will prove unfounded, although a family mystery may not be cleared up for another three weeks. On balance, good news is more likely than bad but, in any event, you'll be pushed back on your own resources. The problem just now is that it's not clear whether circumstances are on your side or not. """;
"249,13-05-2021,SCORPIO,"" Friends from abroad are on your mind and you'll be highly motivated to get in touch with distant relatives. There may be some quite reasonable financial motive behind your actions, but partners will need persuading. Family affairs must be tidied up. """;
"250,13-05-2021,SAGITTARIUS,"" For someone who is supposed to have a good head for facts, it's actually quite important to rely on your intuition when planning professional moves. You're also much more sensitive than usual to colleagues' interests - saintly and selfless, some might say! """;
"251,13-05-2021,CAPRICORN,"" The general mood of the moment is romantic in the broadest sense. This means that you should feel there's far more scope than usual to express your compassionate, caring qualities. Wait for partners to take the initiative and consider offers you'd once have turned down. """;
"252,13-05-2021,AQUARIUS,"" Career ambitions will tend to take precedence over family priorities, even if it's a partner's work, not yours, that is forcing the pace. There's no point in being overly idealistic, as you'll only misunderstand people's true potential. And why not give rivals the benefit of the doubt? At least for now! """;
"253,12-05-2021,ARIES,"" Behind the scenes, quiet diplomacy could have favourable consequences. It may be time to reveal unknown aspects of your recent behaviour and stun unsuspecting colleagues with your better qualities. If you are shifting your professional direction, how about considering something in the charitable line? """;
"254,12-05-2021,TAURUS,"" A major plan is coming to fruition and, assuming you've gained partners' approval, you can look forward to the future with a fair degree of optimism. Your old-fashioned attitudes will charm your friends and could open the door to a new romance - or help you revive a flagging relationship. """;
"255,12-05-2021,GEMINI,"" Your most important objectives will become clearer from now on, despite the threat of a silly confrontation this morning. Come to firm decisions based on an accurate appraisal of all the facts, and continue to keep a close eye on your finances. """;
"256,12-05-2021,CANCER,"" Social indications remain promising and casual contacts may have helpful consequences on your professional life or family arrangements. However, you must guard against today's overall risk of muddle and confusion - the Full Moon is broadly supportive but it is still too easy to give in to complacency. """;
"257,12-05-2021,LEO,"" If you've been pondering secret plans, it will soon be time to take the initiative and make these public. The moment for open action has not yet arrived, however, and discretion may still be the best course. You will gain from joint investments, but you do need to see that they are absolutely and totally guaranteed. """;
"258,12-05-2021,VIRGO,"" The Moon supports your sign, presenting you with a number of emotional challenges, most of them profoundly positive. You may be called away from home quite soon. If so, the cause is more likely to be the fulfilment of some deeply- held, long-term ambition, rather than routine concerns. In any event, the tide is flowing your way. """;
"259,12-05-2021,LIBRA,"" Mercury is now sufficiently at home in your chart to be feeding you some of the best ideas and plans around. By all means work hard at promoting yourself and raising your profile at work or in social activities, but this is not the time to expect final decisions. Instead, you should attempt to extend your range of operations. """;
"260,12-05-2021,SCORPIO,"" There's a distinct mood of uncertainty today, although you may be unaware that anything strange is afoot until you try to firm up agreements or commit associates to arrangements. The fact that the Moon aligns with emotional zones in your chart might encourage you to embark on a romantic adventure. Don't expect too much, too soon. """;
"261,12-05-2021,SAGITTARIUS,"" The Moon shows the way ahead and whatever you do today will bring a massive pay-off sooner than you think. In the meantime, your social commitments are at least partially responsible for steadily mounting expenses, and that's precisely why it's within your power to reduce your overheads. Mild scepticism will help you deal with hare-brained schemes. """;
"262,12-05-2021,CAPRICORN,"" Today's sensitive planetary pattern resonates nicely with your own horoscope, although you might misunderstand friends' intentions or behaviour. Keep a sense of realism well to the fore and remember that impulsive decisions may make sense today but will seem foolish by next week. """;
"263,12-05-2021,AQUARIUS,"" Your tendency to hang on to the past is now a potent force in your life, even if you still believe yourself to be a forward-looking go-getter. You must try to be flexible in all matters requiring agreement with colleagues - especially if money is involved. """;
"264,11-05-2021,ARIES,"" This is an ideal time to seriously think about implementing a number of long-term reforms in your private life. As usual, it's essential for your success that you involve partners in your plans, combining business with pleasure and perhaps organising a family gathering. """;
265,11-05-2021,TAURUS, A delicate relationship between Mercury and Venus will help you clear up a complex personal tangle. Friends will be able to appeal to your better nature and you'll be willing to listen to reason. Take extreme care where legal matters are involved and avoid any temptation to bend the rules. ;
"266,11-05-2021,GEMINI,"" Important decisions on domestic reorganisation should be settled by now. At least, you should have more idea of where recent developments are taking you. Bear in mind that imagination and intuition will be more use to you than supposedly rational argument. """;
"267,11-05-2021,CANCER,"" While Venus and Mars are so active, you'll come out on top every time. Certain professional pressures may have apparently eased up, but if you've been placing too much emphasis on work commitments at the expense of home affairs - or vice versa - correct the imbalance before someone accuses you of letting them down. """;
"268,11-05-2021,LEO,"" The Moon's subtle association with your sign boosts your closest relationships but does give partners the last word. If you feel restless today then be sure to channel your energy more effectively, and don't let uncertainty at home have a debilitating effect on the more important areas of your life. """;
"269,11-05-2021,VIRGO,"" It's a busy moment, and you're bound to feel a little over-worked, but then, the more you achieve now, the less you'll have on your plate later in the week. Pay heed to any warning signals that point to an uncontrolled increase in your expenses, probably backed up by little more than the hope that your income will increase accordingly. Don't over-reach yourself. """;
"270,11-05-2021,LIBRA,"" The Sun continues its smooth and helpful passage through beneficial regions of your chart, but there's a slight problem on the horizon associated with a nagging doubt or a spot of confusion. Close attention to the facts of the situation will keep you on the straight and narrow. """;
"271,11-05-2021,SCORPIO,"" It's inevitable that you'll be involved in routine matters, tedious as they sometimes are, yet don't let this blind you to today's deeper potential. There's great scope for you to put your talents at other people's disposal. Later in the day your mind will start to buzz, and you could come up with a dramatic answer to an old question. """;
"272,11-05-2021,SAGITTARIUS,"" The time is soon approaching to consider the broader implications of your current personal plans, particularly financial schemes. It will be necessary to collect all the information you need on the legal situation before next month. Your emotional life looks expensive, but you must first decide whether a particular person deserves your generosity. """;
"273,11-05-2021,CAPRICORN,"" On the whole, you'll do better now and over the next month or two if you see yourself as part of a team rather than a solitary adventurer. There'll be a number of occasions when you'll need moral support but today you could probably do with financial backing";" there is now a very high chance of an increase in your income. """
"274,11-05-2021,AQUARIUS,"" When the Moon assists your sign, as it does today, it heightens your emotional sensitivity, making you feel that the odds are stacked against you. So this might not be the best day to sort out contentious emotional issues - or to get involved in trivial arguments. If you're changing jobs, steer clear of potential muddles. """;
275,10-05-2021,ARIES, Any tension in your partnerships could be a dynamic force for change over the coming weeks. This is a time to mix as widely as possible and soak up influences you'd normally shun. You're also likely to make big advances in your business plans. ;
"276,10-05-2021,TAURUS,"" Your romantic stars are powerful and growing more so by the day, but partners may have the edge when it comes to a battle of wills. You may soon be obliged to accept an unhelpful situation as a fait accompli. Wait till next week for the tables to turn. """;
"277,10-05-2021,GEMINI,"" Your preoccupation with financial affairs looks certain to recur on several occasions over the next year, so the more attention you pay to any irregularities now, the less time you'll need to devote to them later on. Fortunately, today's support from the Moon eases the way at home. """;
"278,10-05-2021,CANCER,"" This is the week to complete all those tasks that must be finished before you can embark on the next stage of your plans. Something that is unclear about home arrangements may cause you to rearrange your schedule, but with Venus and Mars both offering you unqualified support you are on safe ground. """;
"279,10-05-2021,LEO,"" You'll press ahead with domestic improvements, allowing time for other obligations where necessary. Family relationships will benefit from the same care you apply to your own special interests, although a domestic mystery is still provoking niggling suspicions. """;
"280,10-05-2021,VIRGO,"" The planetary accent is on pleasure over the coming days, and the best way to personal fulfilment is through devoting extra time to your creative Virgoan skills. Ideally, you should now be on holiday rather than at work. Also, if you get a chance, turn the clock back. """;
"281,10-05-2021,LIBRA,"" Try asking yourself whether all your recent actions have been for the best. In general you're heading in the right direction, but a little extra care now will prevent difficulties in the future. You are bound to feel put upon, but perhaps the message is to stand up for yourself next time! """;
"282,10-05-2021,SCORPIO,"" By now Mercury is sufficiently entrenched in your house of dreams to have raised your morale and brought the hope of significant financial improvements. Be aware, though, that it's up to you to create the right conditions for success. A domestic revolution will soon be considered - but postponed. """;
"283,10-05-2021,SAGITTARIUS,"" The obstacles which blocked your progress in the past should have been firmly dealt with some time ago. If you are still subject to unfair delays, it's possible you're doing something wrong. Do yourself a favour and learn new skills, including extra social graces. """;
"284,10-05-2021,CAPRICORN,"" The high pressure of recent weeks is beginning to ease up. Hopefully you can look back on your achievements with pride. Even if there's been little tangible gain, you've grown in wisdom and experience. You could make a financial killing today, but only if the rules are changed. """;
"285,10-05-2021,AQUARIUS,"" Jan. 21 - Feb. 19) Look upon today's events as a chance to prove your worth when it comes to hard work. Don't shirk responsibility and you'll prove that all those people who have ever accused you of being lazy and self-interested were completely wrong. By midweek you will have seized the moral high ground, much to partners' annoyance. """;
"286,09-05-2021,ARIES,"" You are entering a fascinating phase. Your task, for nothing in astrology comes free from responsibility, is to acknowledge your emotional power, understand its source deep within your unconscious, and use it wisely. At such times, there is little to be gained from confronting other people. """;
287,09-05-2021,TAURUS, You are probably now acting in defiance of your Taurean character by being far more lively than usual. Your travel prospects at present are really quite remarkable and it does seem that adherence to a strict daily routine can only lead to frustration. ;
"288,09-05-2021,GEMINI,"" You will be supported by the fact that Mercury, your sparkling planetary ruler, is in a helpful region, but could also be encouraging you to confuse your thoughts with your feelings. It may be that you will take decisions based on your desires, and prioritise your needs according to the facts. """;
"289,09-05-2021,CANCER,"" Your major asset at the present time is self-confidence and it is the power of positive thought which will prove your greatest ally. Push ahead with domestic plans and don't be put off by difficult partners. By the way, you should perform impressively in professional relationships. """;
"290,09-05-2021,LEO,"" It's time to put on your thinking cap. You may reflect on your life so far and consider carefully just what your next step should be. Also, develop those discreet mystical or spiritual interests which have so far been pushed to one side by the pressures to conform to a particular lifestyle. """;
"291,09-05-2021,VIRGO,"" As a result of the fact that both the Sun and the Moon are providing helpful alignments, we may make a confident forecast of increasing prosperity over the next year. As more money comes your way, your fears over your lack of security will be appeased. """;
"292,09-05-2021,LIBRA,"" Emotionally, this is a period during which you must continue the process you should already have begun, questioning all that is fundamental to your existence. Revise every assumption that you have ever held about relationships in general, as well as about one or two special individuals in particular. """;
"293,09-05-2021,SCORPIO,"" In private, intimate and emotional situations, such as are developing now, the price you have to pay is always balanced by eventual rewards, yet these may come in a form which is at first difficult to recognise. You must therefore rely on your instincts, and ease yourself forward very carefully. """;
"294,09-05-2021,SAGITTARIUS,"" Your future is intimately tied to that of your friends and colleagues. After all, none of us is an island, which means, if you go it alone, you'll miss out on all that vital support and forget essential details. But if you get other people on your side then they'll be protecting you against failure. """;
295,09-05-2021,CAPRICORN, Some of you have by now got the idea that you are in a long-term pattern of change and that you must surrender your normal Capricornian resistance to upheaval. Those of you who have not learnt this simple lesson must do so now if you are to make the most of your extraordinary opportunities for growth. ;
"296,09-05-2021,AQUARIUS,"" The fact that this month's major Sun-Moon alignments are profoundly practical - in the sense that it actually encourages you to get things done - can only do you good. All aspects of your life, including your intimate personal relationships, will benefit. """;
